filename,artist,title,style,genre,date,
101049.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Portrait of Sofia Golitsyna,Impressionism,portrait,1886,
34439.jpg,6f80666437feea42f295cdc0f1eb4df9,"Brest, the Banks of the Harbor",Impressionism,landscape,,
2281.jpg,6ec3e3e28e61a68ac55c0d81c8b2f500,Winter in the Village,Post-Impressionism,landscape,,
51442.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Mme. Felix Vallotton,Post-Impressionism,genre painting,1899,
65188.jpg,50591a7061fb340d875723f38e00cc3b,"Bathing Pool, Appledore",Impressionism,landscape,1907,
61213.jpg,6ec3e3e28e61a68ac55c0d81c8b2f500,Winter in the Village,Post-Impressionism,landscape,,
28956.jpg,dcb1d130c7640aefc60890d0e90d472d,Venice. Channals.,Impressionism,cityscape,c.1895,
72672.jpg,40f86d376acde0d9862ce7493745bdae,"Llane Beach, Cadaques",Impressionism,landscape,1919,
18163.jpg,49bb8d79587c2172c6cd04dd705fd891,Village by the Sea,Post-Impressionism,genre painting,c.1913,
72433.jpg,861c29e13205420326f7443ea77de5c9,"Iona, Pink Rocks",Post-Impressionism,,1927,
15909.jpg,ee21cbaee36b83ddddfa9548c1c12f26,Libyan Sea,Impressionism,landscape,,
34617.jpg,501cd43fed2cebe0f11c7e8df94f49bb,Joyful Company,Impressionism,genre painting,c.1920,
15537.jpg,69231ebf40bb8f4dca7e8117b31d1da0,On a seacoast,Post-Impressionism,genre painting,1900,
6635.jpg,30134467c49a3350f74b4311506f8386,On the Track,Post-Impressionism,genre painting,1895,
89738.jpg,dcb1d130c7640aefc60890d0e90d472d,Venice. Pipes.,Impressionism,cityscape,c.1895,
45423.jpg,ce3d8977aae5986601232aa58d15282a,Still Life. Table with a hat.,Post-Impressionism,still life,1929,
13629.jpg,1784ca34f1a06ba6eac22a83a5b0244d,Saint Michel's Church,Post-Impressionism,landscape,1916,
13332.jpg,46521c2f208f296450d932bc0b55db88,Landscape from beyond the River,Post-Impressionism,landscape,1920,
100529.jpg,30134467c49a3350f74b4311506f8386,Flowers on a Mantlepiece,Post-Impressionism,still life,1913,
93502.jpg,50591a7061fb340d875723f38e00cc3b,Idle Hours ,Impressionism,genre painting,,
62137.jpg,6ec3e3e28e61a68ac55c0d81c8b2f500,Corn Poppies,Post-Impressionism,flower painting,,
56551.jpg,387b5bc26967586d61d0e2343c1608f3,Black Dress,Post-Impressionism,portrait,1920,
80626.jpg,9fcf8e3adf7c0a193b3fe0e28cfeacc1,Pineapple,Impressionism,still life,1911,
14912.jpg,2ca7e9a647c1c723349e37d3d60c7b7d,Shadows on a Staircase in Southern France,Impressionism,landscape,,
59794.jpg,7d9342e56ffda492f9915e09aa94973c,Bakony-Landscape,Post-Impressionism,landscape,1928,
67889.jpg,3edc6a404b8c67b7dad1405d52228c96,By the Sea,Post-Impressionism,marina,,
18391.jpg,50591a7061fb340d875723f38e00cc3b,The Bricklayers,Impressionism,genre painting,1905,
10936.jpg,6ec3e3e28e61a68ac55c0d81c8b2f500,Rehearsals,Post-Impressionism,genre painting,,
66386.jpg,6f80666437feea42f295cdc0f1eb4df9,"Bordeaux, a Cargonne Larmont",Impressionism,landscape,,
77407.jpg,40f86d376acde0d9862ce7493745bdae,The Vegetable Garden of Llaner,Post-Impressionism,landscape,1920,
16384.jpg,83518d02afc5754dd9e79985f56c3355,Quay du Louvre,Post-Impressionism,cityscape,,
11125.jpg,d4d9438fbca20e50a5417390c9bc7ab9,The Path intersect the Garden ,Post-Impressionism,landscape,1925,
88560.jpg,c6be59bdf33de6aade360d87c6d348c7,The Boy,Post-Impressionism,portrait,,
77851.jpg,50591a7061fb340d875723f38e00cc3b,Central Park,Impressionism,landscape,1906,
67667.jpg,17d7e6e3171d68e616897f0e09745ae9,Grazing Horses,Post-Impressionism,animal painting,1910,
14865.jpg,d4d9438fbca20e50a5417390c9bc7ab9,Grandmother's house inhabit a forest ,Impressionism,landscape,1926,
95855.jpg,771559963bfcd943ed664be114b79859,Cora,Impressionism,portrait,,
101806.jpg,17d7e6e3171d68e616897f0e09745ae9,Large Lenggries Horses,Post-Impressionism,animal painting,1908,
46730.jpg,d102cde968c819e615f13f13ade83a3c,Contrasting sounds,Post-Impressionism,cityscape,1918,
28798.jpg,74955a2cdebcf3113d41c945894e0207,Flowers and Apples,Post-Impressionism,still life,,
23485.jpg,49bb8d79587c2172c6cd04dd705fd891,"Central Park, New York City, July 4th",Post-Impressionism,genre painting,c.1903,
75699.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Portrait of a Woman of the House on the Rue d Amboise,Post-Impressionism,portrait,1892,
74648.jpg,68cbc428edbcf480cbbb9a0e66e7046d,A Kiss for Baby Anne (no.2),Impressionism,genre painting,1897,
20634.jpg,367b71c19a5901f237b9f10cf7bc6e86,Dylan Thomas,Post-Impressionism,portrait,1938,
81043.jpg,83518d02afc5754dd9e79985f56c3355,Champs-Élysées,Post-Impressionism,cityscape,,
14022.jpg,bf1d0c9118c5c4d6973bfeb5d7657d83,In the woods,Impressionism,genre painting,1893,
82809.jpg,771559963bfcd943ed664be114b79859,Mother and Child,Impressionism,genre painting,,
39229.jpg,50591a7061fb340d875723f38e00cc3b,"Cat Boats, Newport",Impressionism,landscape,1901,
63403.jpg,4b0465826ffd6db797ea6f3a5898df79,L'Hermitage in Pontoise,Post-Impressionism,cityscape,1899,
25695.jpg,a8da68256ffa6f9fee55bd7bb553652a,Family group,Impressionism,portrait,c.1911,
57330.jpg,0f05ba8fe45bc6e464a4a35a85d060d2,Theatre des Varietes Large,Impressionism,cityscape,,
9805.jpg,387b5bc26967586d61d0e2343c1608f3,Self-Portrait,Post-Impressionism,self-portrait,1888,
40350.jpg,50591a7061fb340d875723f38e00cc3b,View of Florence from San Miniato,Impressionism,cityscape,,
36183.jpg,19cefbdc3612660557f546970f0302f5,Roses and carnations,Post-Impressionism,flower painting,1939,
52836.jpg,ead14565b474741df868ff61f35c2634,Portrait of the Artist's Daughter,Impressionism,portrait,,
98126.jpg,c9380d13360b37f21cfd174d92a7247e,Lighthouse on the Coast,Post-Impressionism,landscape,1958,
43549.jpg,7dce81ffd00efbe34a9bb196e6bd8bfa,The camp gate,Post-Impressionism,interior,,
69611.jpg,cfb50872a6068b8020a73676f97b3f1f,"The Church of the Pantanassa, Naxos",Post-Impressionism,cityscape,c.1928,
97991.jpg,83518d02afc5754dd9e79985f56c3355,Place de l'Opera,Post-Impressionism,cityscape,,
49144.jpg,f8eb8562e3a8e1961e35893052a3da7e,Boat at moonlight,Impressionism,marina,,
31319.jpg,67881ce12ae195bfae24c608120c5b5a,Galician interior,Post-Impressionism,genre painting,1964,
99842.jpg,6f80666437feea42f295cdc0f1eb4df9,"Beach Scene, Trouville",Impressionism,genre painting,,
93754.jpg,5aabfc58470d01bb2362795a44a2603b,Breton Woman,Post-Impressionism,sketch and study,1886,
94606.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Portrait of a Man,Impressionism,portrait,c.1879,
83901.jpg,739ad39c672e781a5cee3c07ecb9f646,View of Venice,Impressionism,cityscape,c.1880,
76050.jpg,40f86d376acde0d9862ce7493745bdae,Tieta,Impressionism,portrait,c.1920,
8061.jpg,69231ebf40bb8f4dca7e8117b31d1da0,Clouding over the Great Hungarian Plain,Impressionism,landscape,,
44186.jpg,50591a7061fb340d875723f38e00cc3b,"The Cedar Lot, Old Lyme",Impressionism,landscape,1904,
5093.jpg,6f80666437feea42f295cdc0f1eb4df9,Beach Scene,Impressionism,genre painting,,
72810.jpg,6f80666437feea42f295cdc0f1eb4df9,"Fervaques, Garden and House of Monsieur Jacuette",Impressionism,landscape,1877,
5453.jpg,6f80666437feea42f295cdc0f1eb4df9,"Three Masted Ship in Port, Bordeaux",Impressionism,marina,c.1875,
36093.jpg,83518d02afc5754dd9e79985f56c3355,Triumphal Arch,Post-Impressionism,cityscape,,
16771.jpg,7d9342e56ffda492f9915e09aa94973c,Landscape in Transylvania,Post-Impressionism,landscape,,
77867.jpg,c6fae606cd997c751017bc18c4082e9f,Dried Fish,Impressionism,still life,,
7332.jpg,cfb50872a6068b8020a73676f97b3f1f,Aswan of the Nile,Post-Impressionism,landscape,,
64023.jpg,1f9ad6b45d337ea18d7bd2b829800856,"Old Indian House, Northern British Columbia",Post-Impressionism,landscape,1912,
18052.jpg,5ae394770a82dac7cea5d95ef6482a11,Sad Performance,Post-Impressionism,genre painting,1998,
22814.jpg,c9cb55f86a51601ee0bf7bc5e92f8f7b,The Fair,Impressionism,genre painting,1919,
94346.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,The lady in the hat ,Impressionism,sketch and study,c.1890,
39328.jpg,49bb8d79587c2172c6cd04dd705fd891,Monte Pincio,Impressionism,cityscape,1899,
56966.jpg,4b0465826ffd6db797ea6f3a5898df79,Ships at Port,Post-Impressionism,landscape,c.1911,
54629.jpg,49bb8d79587c2172c6cd04dd705fd891,Flowers in a Vase,Post-Impressionism,still life,c.1913,
83054.jpg,c9380d13360b37f21cfd174d92a7247e,Lilacs by the Sea,Post-Impressionism,flower painting,1957,
98455.jpg,861c29e13205420326f7443ea77de5c9,"The Cornfield, Douglas Hall ",Post-Impressionism,landscape,1919,
35827.jpg,19cefbdc3612660557f546970f0302f5,Portrait of a Girl,Impressionism,portrait,1904,
63402.jpg,479807bac5f3f944e7209e5d99e0dc48,My Sister Maud,Impressionism,portrait,,
85504.jpg,50591a7061fb340d875723f38e00cc3b,The Fireplace,Impressionism,genre painting,1912,
28409.jpg,821cc8348e92c1dd6e2308b4d578fa25,Nude with seashell,Post-Impressionism,nude painting (nu),1933,
35985.jpg,b60aa1ea22ccf54d9fe50f892e9f28ab,Paysage corse,Impressionism,landscape,,
23226.jpg,45f4183820ce1fa775f8a27d3120aad6,Winter Landscape with Horse-drawn Sleigh,Impressionism,landscape,1915,
46323.jpg,6f80666437feea42f295cdc0f1eb4df9,Laundresses on the Banks of the Touques,Impressionism,genre painting,,
7494.jpg,1784ca34f1a06ba6eac22a83a5b0244d,Farm in the Trees,Post-Impressionism,landscape,,
68708.jpg,3f8dc381ccfe9d5cc88b75970262715b,Flowers,Post-Impressionism,flower painting,1913,
75343.jpg,59de3736472ee967b4997432abd29ef2,"Rafales de vent, Le Brusc",Impressionism,landscape,1911,
93181.jpg,67881ce12ae195bfae24c608120c5b5a,Neighborhood in Mexico,Post-Impressionism,cityscape,1951,
69106.jpg,8e3f7f0049cf197c977f334e6cf87961,Houses in Ouessant,Post-Impressionism,cityscape,,
38277.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Baby Bill in Cap and Shift,Impressionism,genre painting,1890,
91321.jpg,ff9488f3353c524c946f38e6547af32a,Landscape,Impressionism,landscape,1927,
65563.jpg,baec4a5af305c764a48b1449a10b6820,Portrait of Else Lampe Von Quita,Post-Impressionism,portrait,1911,
96302.jpg,c9cb55f86a51601ee0bf7bc5e92f8f7b,The Beach,Impressionism,genre painting,1909,
7011.jpg,367b71c19a5901f237b9f10cf7bc6e86,Portrait of a Jamaican Woman,Post-Impressionism,portrait,1937,
49856.jpg,49bb8d79587c2172c6cd04dd705fd891,Green Dress,Post-Impressionism,sketch and study,1894,
87125.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Portrait of Mme. E.H. Bensel,Impressionism,portrait,1912,
75597.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Madame Redoing Her Bun,Post-Impressionism,genre painting,1893,
22222.jpg,a8da68256ffa6f9fee55bd7bb553652a,The Bandstand,Impressionism,genre painting,1919,
48727.jpg,773f5c956271c476778f3738587aca6c,Estaminet,Impressionism,genre painting,1884,
87638.jpg,20997d2fc9ef66fccb7225846c1e1ae4,Picnic Under The Trees,Impressionism,genre painting,c.1895,
75693.jpg,ee21cbaee36b83ddddfa9548c1c12f26,Interior,Impressionism,interior,1913,
15746.jpg,6f80666437feea42f295cdc0f1eb4df9,Portrieux,Impressionism,marina,1869,
14161.jpg,b60aa1ea22ccf54d9fe50f892e9f28ab,"Port en Bessin, the Beach",Impressionism,landscape,1883,
58045.jpg,6f80666437feea42f295cdc0f1eb4df9,"Oiseme, Landscape near Chartres",Impressionism,landscape,1893,
16059.jpg,d4d9438fbca20e50a5417390c9bc7ab9,The Usual Place ,Impressionism,landscape,1919,
11479.jpg,739ad39c672e781a5cee3c07ecb9f646,The guidecca Winter Grey and Blue,Impressionism,landscape,1879,
78549.jpg,b5dd32a7fa685dc7c1c00e01cb0afa60,Springtime,Impressionism,landscape,,
42612.jpg,6f80666437feea42f295cdc0f1eb4df9,Beach Scene,Impressionism,genre painting,1887,
2632.jpg,69231ebf40bb8f4dca7e8117b31d1da0,Making a Bunch of Flowers,Impressionism,genre painting,1933,
51430.jpg,b1060c5ec0ca23662c00c6a7aebfba59,Lutoslawice,Post-Impressionism,genre painting,,
72519.jpg,234c8d1df0b49b512791078cf00cf352,"Road under Snow, Louveciennes",Impressionism,landscape,c.1876,
2832.jpg,821cc8348e92c1dd6e2308b4d578fa25,Houses in Munich,Post-Impressionism,cityscape,1909,
63241.jpg,c56bcab4b317984013ebef5d3c4b5906,"View from the Holley House, Winter",Impressionism,landscape,c.1901,
96211.jpg,367b71c19a5901f237b9f10cf7bc6e86,The Girl on the Cliff,Post-Impressionism,genre painting,1936,
68562.jpg,821cc8348e92c1dd6e2308b4d578fa25,Sandy beach of Sainte-Adresse,Impressionism,landscape,,
55539.jpg,1784ca34f1a06ba6eac22a83a5b0244d,Departure of Fishing Boats,Post-Impressionism,marina,1900,
85448.jpg,ee21cbaee36b83ddddfa9548c1c12f26,Still life,Post-Impressionism,still life,,
85042.jpg,c67e1b5f39902c7b8986d307344e4f21,View from the Royal Palace,Post-Impressionism,cityscape,,
49398.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Young Girl with Brown Hair,Impressionism,portrait,1886,
34188.jpg,ee21cbaee36b83ddddfa9548c1c12f26,Interior,Impressionism,genre painting,1958,
55029.jpg,b60aa1ea22ccf54d9fe50f892e9f28ab,Antibes,Impressionism,landscape,1917,
27927.jpg,349493c7240669fdf037e3d2c2fcd9a9,Portrait of Charlotte Berend in white dress,Impressionism,portrait,1902,
102664.jpg,6f80666437feea42f295cdc0f1eb4df9,"Fervaques, the Main Street",Impressionism,cityscape,c.1880,
72102.jpg,5aabfc58470d01bb2362795a44a2603b,The road up,Impressionism,landscape,1884,
28334.jpg,861c29e13205420326f7443ea77de5c9,Laggan Farm Buildings near Dalbeattie ,Post-Impressionism,landscape,1916,
6089.jpg,d105584f25708b3f695175a6b3871fe1,Self-Portrait with his Family in Front of Their House,Post-Impressionism,self-portrait,1916,
79987.jpg,821cc8348e92c1dd6e2308b4d578fa25,The Louis-Philippe Bridge and the Saint Gervais Church,Impressionism,cityscape,1904,
86909.jpg,6f80666437feea42f295cdc0f1eb4df9,"Beach Scene, Trouville",Impressionism,genre painting,1881,
103178.jpg,cfb50872a6068b8020a73676f97b3f1f,Olive trees,Post-Impressionism,landscape,,
76227.jpg,861c29e13205420326f7443ea77de5c9,Tulips and Cups ,Post-Impressionism,still life,1912,
97233.jpg,234c8d1df0b49b512791078cf00cf352,Rowers,Impressionism,landscape,1877,
88478.jpg,367b71c19a5901f237b9f10cf7bc6e86,Robin John,Post-Impressionism,portrait,1916,
30172.jpg,a8da68256ffa6f9fee55bd7bb553652a,Fête de Suquet,Impressionism,cityscape,1932,
97445.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,The Pot Hunter,Impressionism,landscape,1895,
72821.jpg,4db28c82642070cc628b4636c25b622e,Prairies inondees /­ Pas de Calais,Impressionism,landscape,1880,
44636.jpg,ede1514454e88b491065d3d9ec6e7197,A Birch Grove,Impressionism,landscape,1879,
55983.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,In the artist's studio ,Impressionism,genre painting,1892,
88528.jpg,b4b56facde8bfb3f6a3f17a81420172d,At the Well,Impressionism,portrait,1920,
68159.jpg,49bb8d79587c2172c6cd04dd705fd891,Skipping Rope,Impressionism,genre painting,1895,
102639.jpg,234c8d1df0b49b512791078cf00cf352,High wind,Impressionism,landscape,1897,
100346.jpg,59de3736472ee967b4997432abd29ef2,Moret,Impressionism,landscape,1902,
83187.jpg,4b0465826ffd6db797ea6f3a5898df79,Port of Dieppe,Post-Impressionism,cityscape,,
48486.jpg,d4d9438fbca20e50a5417390c9bc7ab9,No title ,Post-Impressionism,landscape,1924,
8281.jpg,6f80666437feea42f295cdc0f1eb4df9,The Somme near D'Abbeville,Impressionism,landscape,1894,
93972.jpg,f8eb8562e3a8e1961e35893052a3da7e,Fishing boat,Impressionism,genre painting,,
71382.jpg,8b0b3035149710416ea423a8ba49c0df,Landscape Study,Impressionism,genre painting,1889,
57736.jpg,821cc8348e92c1dd6e2308b4d578fa25,The Botanical Garden,Post-Impressionism,landscape,1910,
30588.jpg,234c8d1df0b49b512791078cf00cf352,Sunny Afternoon Willows by the Loing,Impressionism,landscape,1890,
722.jpg,24ed88087b0ffeb763e89a197a5cde0d,Jeannie Gobillard,Impressionism,portrait,1894,
74637.jpg,8015301cc7d239fbb7a6a693e708d2b1,Alberi,Impressionism,landscape,1908,
64709.jpg,821cc8348e92c1dd6e2308b4d578fa25,View of Paris from Monmartre,Impressionism,cityscape,1902,
87937.jpg,821cc8348e92c1dd6e2308b4d578fa25,Pier of Le Havre in the Evening,Post-Impressionism,cityscape,1901,
99753.jpg,c9cb55f86a51601ee0bf7bc5e92f8f7b,Romany Belles,Impressionism,portrait,1938,
13770.jpg,6ab5c8383afdc3126bc35ed5a5795670,"Old house, Trinity Lane, Sydney ",Impressionism,genre painting,1893,
1189.jpg,63e73f693e541f53d98ed6c93d03ef40,Signorina Concha de Ossa ,Impressionism,portrait,1888,
89566.jpg,d4d9438fbca20e50a5417390c9bc7ab9,Vegetable Farm,Post-Impressionism,landscape,1924,
69660.jpg,821cc8348e92c1dd6e2308b4d578fa25,Trouville,Post-Impressionism,cityscape,1907,
15956.jpg,19cefbdc3612660557f546970f0302f5,"Game, fish, pickles (Still Life with pheasant)",Post-Impressionism,still life,1916,
94728.jpg,5ae394770a82dac7cea5d95ef6482a11,Sir Jorj (Selfportrait),Post-Impressionism,self-portrait,1979,
17922.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Margot in White,Impressionism,portrait,1902,
100605.jpg,1784ca34f1a06ba6eac22a83a5b0244d,The Conch at Vieux-Chateau,Post-Impressionism,landscape,1905,
49820.jpg,6f80666437feea42f295cdc0f1eb4df9,Beach Scene,Impressionism,genre painting,,
41431.jpg,6f80666437feea42f295cdc0f1eb4df9,Beach Scene,Impressionism,genre painting,,
60671.jpg,861c29e13205420326f7443ea77de5c9,Jeannie Blyth ,Post-Impressionism,portrait,1905,
46257.jpg,49bb8d79587c2172c6cd04dd705fd891,Telegraph Hill,Post-Impressionism,marina,1900,
38889.jpg,6f80666437feea42f295cdc0f1eb4df9,Fisherwomen at Berck,Impressionism,genre painting,1875,
1683.jpg,8b0b3035149710416ea423a8ba49c0df,An Andalucian,Impressionism,portrait,,
58202.jpg,d6dbf2bf9bb51e702f96989d1f79f18c,Bajka zimowa,Impressionism,landscape,1904,
68452.jpg,19cefbdc3612660557f546970f0302f5,Motley bouquet in a clay jar,Post-Impressionism,flower painting,1936,
47412.jpg,a8da68256ffa6f9fee55bd7bb553652a,The Artist's Wife Knitting,Impressionism,genre painting,1920,
83338.jpg,590d86025e0458fa979934ccc6e75ab6,Girl in the Sunlight,Impressionism,portrait,1897,
101356.jpg,c6a2545723847ff0987e5efd82912ffa,Lavender,Post-Impressionism,landscape,,
56043.jpg,30134467c49a3350f74b4311506f8386,The Washing,Post-Impressionism,genre painting,1900,
16174.jpg,c74b7dd9e9e7d8c42895eda332990988,Landscape of Carriéres,Post-Impressionism,cityscape,1909,
86129.jpg,c56bcab4b317984013ebef5d3c4b5906,Tree by a Road,Impressionism,landscape,1889,
11822.jpg,5ae394770a82dac7cea5d95ef6482a11,Self-Portrait,Post-Impressionism,self-portrait,1973,
35003.jpg,24ed88087b0ffeb763e89a197a5cde0d,In the Garden,Impressionism,genre painting,c.1885,
42269.jpg,d4d9438fbca20e50a5417390c9bc7ab9,The Gate within The City walls ,Post-Impressionism,cityscape,1920,
8000.jpg,5ae394770a82dac7cea5d95ef6482a11,Flowers,Post-Impressionism,flower painting,1985,
21555.jpg,861c29e13205420326f7443ea77de5c9,Barra,Post-Impressionism,marina,,
73688.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Spaniard ,Impressionism,portrait,1894,
3173.jpg,d4d9438fbca20e50a5417390c9bc7ab9,The Spotted Man ,Post-Impressionism,nude painting (nu),1924,
74256.jpg,367b71c19a5901f237b9f10cf7bc6e86,Brigit Macnamara,Post-Impressionism,nude painting (nu),1937,
13791.jpg,a8da68256ffa6f9fee55bd7bb553652a,Nude in green chair,Impressionism,nude painting (nu),c.1926,
85512.jpg,821cc8348e92c1dd6e2308b4d578fa25,The Pantheon and St. Etienne-du-Mont,Post-Impressionism,cityscape,c.1904,
1912.jpg,234c8d1df0b49b512791078cf00cf352,"The Path from Saint Mammes, Morning",Impressionism,landscape,1890,
51221.jpg,479807bac5f3f944e7209e5d99e0dc48,The Bridge at Vernon,Impressionism,cityscape,,
75416.jpg,50591a7061fb340d875723f38e00cc3b,"Old House, East Hampton",Impressionism,landscape,1917,
75628.jpg,5aabfc58470d01bb2362795a44a2603b,Chicken Coop,Impressionism,animal painting,c.1875,
97136.jpg,234c8d1df0b49b512791078cf00cf352,"Saint Cloud, Banks of the Seine",Impressionism,landscape,1879,
62939.jpg,234c8d1df0b49b512791078cf00cf352,Among the Vines near Louveciennes,Impressionism,landscape,1874,
76794.jpg,c1f526286c85264efa11bab51eea383c,The Aqueduct,Post-Impressionism,landscape,1905,
50871.jpg,d6dbf2bf9bb51e702f96989d1f79f18c,Astronomical Observatory of Vilnius University,Impressionism,cityscape,1910,
54196.jpg,8e3f7f0049cf197c977f334e6cf87961,Untitled,Post-Impressionism,cityscape,,
74568.jpg,6f80666437feea42f295cdc0f1eb4df9,Beach Scene,Impressionism,genre painting,,
43648.jpg,69231ebf40bb8f4dca7e8117b31d1da0,Lesson on the Farm,Impressionism,genre painting,1896,
102893.jpg,367b71c19a5901f237b9f10cf7bc6e86,Flowers in a Jar,Post-Impressionism,flower painting,1950,
52838.jpg,234c8d1df0b49b512791078cf00cf352,The Moret Bridge at Sunset,Impressionism,cityscape,1892,
92913.jpg,367b71c19a5901f237b9f10cf7bc6e86,Flowers in a Jug,Post-Impressionism,flower painting,1950,
64938.jpg,821cc8348e92c1dd6e2308b4d578fa25,The Port of Martigues,Impressionism,cityscape,,
60728.jpg,5ae394770a82dac7cea5d95ef6482a11,Harlequin,Post-Impressionism,genre painting,1998,
69792.jpg,03eb72f3b50cabc136056918808ba5cb,Self-Portrait,Impressionism,self-portrait,1888,
1138.jpg,861c29e13205420326f7443ea77de5c9,Ceres ,Post-Impressionism,cityscape,1925,
50811.jpg,45f3738cfff6896126bfd49ee8701acf,The Little Interior,Post-Impressionism,interior,c.1926,
34141.jpg,8b0b3035149710416ea423a8ba49c0df,"A Ligurian Valley, Italy",Impressionism,landscape,1910,
65568.jpg,9c8cb435575437c114bb2f855a42530f,Amanecer desde punta Brisas,Impressionism,landscape,1944,
47878.jpg,9dab8b8158b158b64cd858ca79a7893d,Fuji from Lava Beach ,Impressionism,landscape,1901,
25691.jpg,2ca7e9a647c1c723349e37d3d60c7b7d,Distant View of the Pyramids,Impressionism,landscape,1921,
56909.jpg,367b71c19a5901f237b9f10cf7bc6e86,David and Dorelia in Normandy,Post-Impressionism,portrait,1908,
9662.jpg,1c4aafd8794c20a5ef34cefda3a84325,Le Havre,Post-Impressionism,cityscape,1911,
38684.jpg,501cd43fed2cebe0f11c7e8df94f49bb,Symphony,Impressionism,genre painting,1920,
15246.jpg,5aabfc58470d01bb2362795a44a2603b,Tahitian woman's head,Post-Impressionism,sketch and study,c.1892,
57770.jpg,59de3736472ee967b4997432abd29ef2,"Quai de Bercy, effets de neige",Impressionism,cityscape,1874,
9991.jpg,5ae394770a82dac7cea5d95ef6482a11,Lucia Sturdza Bulandra in Mamouret,Post-Impressionism,portrait,1960,
67706.jpg,234c8d1df0b49b512791078cf00cf352,The Road from Mantes to Choisy le Roi,Impressionism,landscape,1874,
79427.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Roman Girl,Impressionism,portrait,,
61457.jpg,861c29e13205420326f7443ea77de5c9,Iona ,Post-Impressionism,,1927,
57868.jpg,c74b7dd9e9e7d8c42895eda332990988,The Path of forest,Post-Impressionism,landscape,1928,
36712.jpg,67881ce12ae195bfae24c608120c5b5a,Portrait of Vera Mayer,Post-Impressionism,portrait,1952,
42633.jpg,861c29e13205420326f7443ea77de5c9,"Stormy Weather, Iona",Post-Impressionism,,1929,
57256.jpg,5ae394770a82dac7cea5d95ef6482a11,Love’s Sadness,Post-Impressionism,allegorical painting,1990,
72085.jpg,5ae394770a82dac7cea5d95ef6482a11,Dahlias,Post-Impressionism,flower painting,1974,
24939.jpg,19cefbdc3612660557f546970f0302f5,Still life with magnolias,Post-Impressionism,still life,1934,
43548.jpg,59de3736472ee967b4997432abd29ef2,Pommiers en fleurs,Impressionism,landscape,1889,
96303.jpg,3edc6a404b8c67b7dad1405d52228c96,The Bridge on the River,Impressionism,cityscape,,
37485.jpg,b4b56facde8bfb3f6a3f17a81420172d,The Muse,Impressionism,portrait,1900,
17428.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Portrait of the artist M.V. Yakunchikova,Impressionism,portrait,c.1880,
86147.jpg,03eb72f3b50cabc136056918808ba5cb,Hornbaek in Winter,Impressionism,landscape,1891,
72221.jpg,c56bcab4b317984013ebef5d3c4b5906,Haystacksat Edge of Woods ,Impressionism,landscape,c.1892,
92082.jpg,7e4dc558dfaf1fde7eb908e370393d00,Portrait of Madame Renoir,Impressionism,portrait,1888,
27445.jpg,b116ecc6b7f7ac0611410344b2f13b9f,Summer,Impressionism,genre painting,,
92279.jpg,861c29e13205420326f7443ea77de5c9,"Still Life, Roses and Apples",Post-Impressionism,still life,,
94327.jpg,367b71c19a5901f237b9f10cf7bc6e86,Edwin John,Post-Impressionism,portrait,1927,
52735.jpg,d102cde968c819e615f13f13ade83a3c,Portrait of Jean Cocteau,Post-Impressionism,portrait,1916,
16677.jpg,861c29e13205420326f7443ea77de5c9,River 1933,Post-Impressionism,landscape,1933,
101713.jpg,9fcf8e3adf7c0a193b3fe0e28cfeacc1,Archaeology,Post-Impressionism,genre painting,1896,
38717.jpg,3edc6a404b8c67b7dad1405d52228c96,Marseilles,Impressionism,cityscape,,
42803.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Mathilde Holding a Baby Who Reaches out to the Right,Impressionism,genre painting,c.1889,
32422.jpg,8e3f7f0049cf197c977f334e6cf87961,The Maquis of Montmartre Under the Snow,Post-Impressionism,cityscape,,
96224.jpg,59de3736472ee967b4997432abd29ef2,Saint-Sauves-d'Auvergne,Impressionism,landscape,1900,
70.jpg,a8da68256ffa6f9fee55bd7bb553652a,"Twenty-Three Fifth Avenue, Interior",Impressionism,interior,1910,
70427.jpg,8863967f24bf7974f76ac119e26c9e3f,Dogwood Blossoms,Post-Impressionism,flower painting,,
53991.jpg,5ae394770a82dac7cea5d95ef6482a11,Divine Service in the Cathedral ,Post-Impressionism,interior,1995,
81645.jpg,234c8d1df0b49b512791078cf00cf352,"Construction Site at Matrat, Moret sur Loing",Impressionism,landscape,1888,
20406.jpg,68cbc428edbcf480cbbb9a0e66e7046d,At the Theater,Impressionism,portrait,1879,
71077.jpg,6f80666437feea42f295cdc0f1eb4df9,"Berck, Low Tide",Impressionism,marina,,
